,stateabbr,statedesc,placename,totalpopulation,access2_crudeprev,arthritis_crudeprev,binge_crudeprev,bphigh_crudeprev,bpmed_crudeprev,cancer_crudeprev,casthma_crudeprev,cervical_crudeprev,chd_crudeprev,checkup_crudeprev,cholscreen_crudeprev,colon_screen_crudeprev,copd_crudeprev,corem_crudeprev,corew_crudeprev,csmoking_crudeprev,dental_crudeprev,depression_crudeprev,diabetes_crudeprev,ghlth_crudeprev,highchol_crudeprev,kidney_crudeprev,lpa_crudeprev,mammouse_crudeprev,mhlth_crudeprev,obesity_crudeprev,phlth_crudeprev,sleep_crudeprev,stroke_crudeprev,teethlost_crudeprev
1317,FL,Florida,Tamiami,55271,35.0,19.4,13.1,29.6,75.2,5.2,7.2,80.3,6.1,75.0,86.9,68.5,4.9,29.5,26.4,12.3,59.3,14.1,14.4,20.4,31.1,3.4,34.5,75.8,13.7,29.0,12.0,33.6,2.8,11.5
1320,FL,Florida,Belle Glade,18233,40.4,23.9,12.4,41.6,74.2,4.5,11.3,74.9,8.3,75.9,82.6,66.2,11.7,24.5,29.1,29.9,38.7,18.6,19.0,33.1,30.8,4.7,42.3,80.5,19.6,39.2,18.5,44.5,5.9,35.5
1333,FL,Florida,Balm,1457,28.6,19.0,17.6,29.7,68.5,4.5,9.4,80.7,5.3,71.5,83.3,68.7,7.4,32.2,30.3,21.7,52.3,19.4,9.9,17.6,28.4,2.7,28.2,76.7,17.4,32.4,12.0,34.9,2.8,16.5
1339,FL,Florida,Woodville,2977,19.6,26.7,16.2,34.6,75.4,6.6,9.6,81.6,7.3,75.6,86.5,71.7,9.8,46.8,34.3,23.0,57.4,21.5,12.3,18.6,33.1,3.4,27.4,78.6,16.8,36.7,13.3,37.7,3.9,16.0
1343,FL,Florida,East Palatka,1654,28.6,23.1,17.5,35.9,72.6,5.9,8.8,78.5,7.3,73.4,83.3,71.1,9.2,39.0,35.3,24.6,45.6,17.4,12.1,21.1,32.4,3.4,30.6,77.5,16.1,36.0,13.1,39.2,4.0,22.3
1346,FL,Florida,Canal Point,367,37.0,29.3,12.2,42.3,77.3,6.4,10.7,72.6,10.7,75.4,83.5,63.2,15.7,27.8,28.8,30.6,41.4,21.0,18.7,33.2,35.8,5.1,41.8,77.8,19.3,35.9,20.5,40.2,6.3,33.2
1349,FL,Florida,Weston,65333,19.4,15.8,15.8,23.4,69.9,5.0,7.1,86.5,3.9,73.1,89.6,73.6,3.9,36.2,37.5,10.3,71.1,15.2,8.1,10.5,28.9,2.2,19.6,82.0,12.5,25.8,7.7,32.5,1.8,7.1
1351,FL,Florida,Suncoast Estates,4384,26.2,27.3,16.8,35.4,73.7,6.0,9.9,74.8,8.5,72.5,81.8,65.4,12.5,35.2,34.4,29.5,50.9,22.2,12.9,23.9,32.5,3.7,31.7,75.3,18.7,32.8,16.4,34.8,4.4,22.7
1355,FL,Florida,Auburndale,13529,23.1,26.2,15.1,35.6,74.9,6.6,9.4,79.2,7.3,73.8,85.2,70.1,9.6,38.6,34.5,21.6,52.6,20.7,11.7,19.4,34.6,3.3,28.3,76.3,16.6,35.9,13.4,34.1,3.8,18.9
1364,FL,Florida,Dixonville,181,19.9,31.7,14.3,40.8,76.7,7.9,9.4,78.5,8.8,74.6,86.7,71.4,11.9,46.5,38.8,26.4,52.8,21.8,12.9,19.8,37.5,3.6,32.3,73.5,17.6,33.4,14.7,35.3,4.2,18.3
1381,FL,Florida,Waverly,767,28.6,35.1,11.0,49.2,81.4,7.9,11.1,76.3,11.4,79.2,86.3,69.8,14.9,31.9,28.1,26.7,40.6,20.1,19.9,31.2,39.6,5.4,39.0,77.3,17.5,42.7,19.2,38.4,7.0,29.3
1384,FL,Florida,Dade City,6446,29.2,29.6,13.7,37.1,77.4,7.2,10.3,75.8,9.1,75.4,84.4,65.3,12.2,30.1,27.1,26.6,44.6,23.4,14.7,25.2,33.8,4.3,35.2,72.8,18.4,35.5,16.1,37.4,5.1,25.1
1386,FL,Florida,Silver Springs Shores,6539,27.6,31.0,12.2,43.4,79.4,7.9,10.1,77.6,9.8,78.2,86.8,72.1,11.3,29.6,35.5,21.6,45.3,19.5,15.4,24.6,34.7,4.6,34.9,77.5,16.5,39.9,15.3,39.2,5.5,22.7
1390,FL,Florida,Virginia Gardens,2375,30.4,19.4,14.0,29.1,74.5,5.4,7.3,80.9,5.9,74.7,87.2,70.0,5.2,32.7,27.6,12.9,62.0,14.7,12.6,17.6,30.7,3.1,31.1,75.6,13.8,27.9,11.1,34.0,2.7,10.7
1392,FL,Florida,Palm Harbor,57439,15.9,28.0,15.3,35.9,78.0,8.7,8.2,82.0,7.7,74.8,89.9,73.8,8.1,43.4,43.6,16.3,61.7,18.0,10.3,13.8,36.5,3.3,22.2,74.8,13.8,25.6,10.9,30.4,3.5,12.5
1398,FL,Florida,Westgate,7975,42.9,19.1,14.3,33.4,66.4,3.5,10.9,73.3,6.2,71.7,78.2,62.3,10.0,26.3,30.8,30.0,38.6,20.3,14.1,30.2,27.0,3.6,40.5,78.7,20.9,36.5,17.0,42.7,4.1,31.6
1399,FL,Florida,Esto,364,24.3,28.6,16.0,37.0,74.1,6.6,9.8,76.0,8.3,73.8,82.7,70.4,12.0,34.0,33.0,27.0,44.1,23.2,12.4,22.3,34.4,3.5,31.8,71.3,18.8,35.4,15.3,35.8,4.2,20.7
1414,FL,Florida,Bascom,121,24.9,30.8,13.9,41.5,75.9,7.9,10.0,79.5,9.3,77.1,85.7,71.0,12.9,38.1,39.3,26.2,51.9,23.0,14.1,22.9,36.6,3.9,32.9,70.5,18.0,33.0,15.5,37.4,4.6,20.6
1416,FL,Florida,Steinhatchee,1047,23.2,36.8,11.5,49.7,82.0,9.9,9.2,76.0,12.3,79.0,88.4,66.9,15.7,35.2,28.6,25.2,48.3,21.1,16.1,25.2,41.8,4.6,35.6,68.5,16.0,34.9,17.3,36.7,5.7,20.2
1417,FL,Florida,Tice,4470,42.8,19.7,17.2,29.1,67.5,4.3,9.0,74.5,6.4,69.2,79.1,65.7,8.3,33.4,34.2,23.7,48.0,18.8,11.7,24.5,27.4,3.1,34.1,75.3,17.7,32.4,14.2,34.4,3.4,23.6
1421,FL,Florida,St. Petersburg,245356,19.3,24.6,15.9,35.0,74.9,6.7,9.0,80.7,6.5,73.9,87.9,72.2,7.6,40.8,41.9,19.1,55.8,18.1,10.8,15.7,32.9,3.1,24.3,76.5,15.4,28.8,11.2,34.0,3.5,14.5
1426,FL,Florida,Carrollwood,33365,19.7,20.4,16.3,29.9,74.2,6.3,8.2,83.3,5.4,74.6,88.5,73.1,5.8,39.4,37.2,13.5,65.8,16.8,9.5,12.4,31.3,2.6,21.7,78.3,13.8,27.5,9.5,30.4,2.5,9.1
1428,FL,Florida,Goulds,10103,31.1,19.3,13.2,33.2,72.4,4.3,9.5,80.2,5.3,76.9,85.2,69.6,6.1,28.1,25.6,18.4,52.7,15.7,13.3,21.2,26.7,3.2,34.8,77.7,17.1,33.1,12.4,41.5,3.5,19.5
1432,FL,Florida,Brooker,336,20.1,29.0,15.7,36.4,75.9,7.3,9.1,81.1,7.4,73.9,86.7,71.3,10.0,43.6,31.7,22.4,54.3,20.7,11.3,18.0,35.7,3.2,27.9,71.6,16.8,34.3,13.0,35.6,3.7,16.3
1438,FL,Florida,Winter Haven,35040,23.2,30.3,12.7,41.2,79.2,8.0,9.6,78.8,9.0,77.2,87.4,72.1,10.7,38.2,33.0,20.3,51.7,19.2,14.4,21.6,37.1,4.1,30.6,77.0,15.7,36.7,14.4,34.6,4.8,19.2
1466,FL,Florida,Lakeland Highlands,11056,14.0,25.6,15.2,33.6,77.1,7.8,8.1,83.9,6.3,75.4,90.1,75.4,6.8,46.4,42.7,13.9,67.3,18.3,9.8,12.2,36.6,2.8,19.7,78.2,12.9,30.7,9.9,29.7,2.8,9.1
1470,FL,Florida,Cocoa West,5885,27.8,25.9,13.6,39.4,75.1,5.7,11.3,78.3,7.7,76.9,83.2,65.3,11.0,27.9,26.4,25.9,44.9,21.2,15.5,25.2,31.6,3.9,35.4,77.6,19.0,41.8,15.7,40.7,4.9,24.9
1481,FL,Florida,Interlachen,1404,27.1,29.0,14.4,38.8,79.0,7.6,9.1,78.7,9.5,75.8,86.2,69.9,11.5,36.6,34.0,23.3,47.6,19.5,14.7,23.8,37.9,4.1,33.6,77.2,16.3,35.5,15.6,36.4,4.7,21.3
1489,FL,Florida,Wewahitchka,1981,23.4,30.1,14.7,40.7,75.7,7.5,9.8,77.7,8.8,76.7,84.6,71.6,12.2,43.9,34.8,25.9,48.4,22.3,13.1,22.6,35.5,3.8,31.3,73.6,17.9,34.5,15.5,33.9,4.4,22.7
1490,FL,Florida,Buenaventura Lakes,26132,35.3,21.9,14.1,33.8,73.1,4.7,8.7,77.7,6.2,73.9,84.7,66.3,6.5,36.4,27.6,18.2,46.6,17.6,14.5,22.5,30.8,3.4,37.0,78.5,15.7,38.0,13.2,36.7,3.2,16.4
1495,FL,Florida,Orlovista,6121,29.3,20.6,13.6,34.5,70.5,4.7,10.0,78.7,6.2,72.9,84.4,66.0,8.5,34.4,31.9,23.7,44.2,18.4,12.7,22.3,28.6,3.2,31.8,73.6,18.1,34.7,13.7,40.3,3.8,20.9
1496,FL,Florida,Altamonte Springs,41688,20.8,20.6,17.5,27.9,71.0,5.6,8.6,81.6,5.1,73.9,86.0,73.4,6.0,42.7,35.2,15.4,60.3,18.6,9.1,13.0,28.9,2.6,23.8,75.1,15.3,30.1,9.7,34.6,2.6,12.1
1505,FL,Florida,Buckhead Ridge,1450,17.9,38.5,11.1,47.2,84.6,11.9,8.8,79.4,13.2,81.4,91.3,75.9,14.3,40.1,34.9,18.7,59.5,19.4,16.8,21.9,42.7,5.0,30.6,73.8,13.8,34.8,16.0,30.5,5.9,17.2
1509,FL,Florida,South Gate Ridge,5688,18.1,23.9,16.8,29.8,74.7,7.4,7.9,83.1,6.4,74.1,88.5,72.0,7.3,42.9,42.2,16.1,67.3,19.2,9.1,13.5,29.4,2.9,21.4,74.8,14.6,26.4,10.4,34.0,3.0,11.3
1516,FL,Florida,Roseland,1470,17.3,31.1,12.6,38.6,81.1,9.9,8.4,81.4,9.7,77.9,90.4,71.6,10.1,38.8,36.0,19.0,63.1,17.6,12.2,16.7,39.4,3.8,25.8,71.4,13.2,30.6,12.6,31.5,4.2,12.7
1523,FL,Florida,Ocean Ridge,1786,12.3,29.1,11.5,38.9,82.3,11.3,7.3,84.8,9.5,80.3,93.5,80.0,8.3,47.1,47.9,10.7,74.5,15.4,11.7,12.6,39.4,3.8,20.0,78.6,10.6,22.2,10.4,28.0,3.8,9.3
1528,FL,Florida,Lake Worth,34965,36.3,20.9,15.1,33.0,70.6,5.1,9.4,76.8,7.1,71.9,81.9,68.1,9.5,33.5,35.7,24.4,48.7,19.0,13.0,24.3,30.1,3.5,34.0,77.9,17.7,31.9,14.7,38.2,3.9,23.9
1536,FL,Florida,Homestead,60512,37.4,17.0,15.2,27.7,66.5,3.7,9.0,77.4,5.1,71.9,80.3,64.5,6.5,27.9,24.2,20.7,48.7,17.6,11.6,23.0,25.6,3.0,36.5,75.3,18.3,32.0,13.3,39.2,3.0,20.4
1543,FL,Florida,Pineland,407,16.7,37.1,11.6,44.3,83.7,11.3,8.7,80.0,12.4,80.4,91.6,74.9,13.0,42.7,39.9,17.5,65.0,18.2,15.2,20.5,40.9,4.8,27.2,76.9,13.2,27.8,15.3,29.0,5.5,14.6
1544,FL,Florida,Redington Shores,2121,12.7,29.7,14.2,38.3,80.1,9.8,7.8,83.9,8.2,76.9,92.4,76.5,7.8,45.1,47.2,13.9,65.9,16.7,10.9,12.7,39.5,3.4,20.1,76.3,12.0,25.1,10.4,28.7,3.5,9.3
1546,FL,Florida,Gardner,463,25.7,45.5,8.0,54.4,88.3,12.7,8.8,71.4,17.4,82.6,90.9,72.5,20.2,39.6,29.1,22.4,46.5,18.7,22.5,31.4,48.2,6.7,41.9,68.5,13.4,36.6,20.2,31.6,8.3,24.5
1556,FL,Florida,Mulat,259,18.3,28.4,15.1,37.2,74.5,7.1,9.0,80.2,7.2,73.8,87.4,69.3,9.4,50.6,35.4,23.7,57.0,20.9,11.3,16.7,35.6,3.1,28.9,77.3,17.0,32.0,12.9,35.1,3.4,14.6
1561,FL,Florida,Clewiston,7154,36.0,21.4,15.5,31.9,73.2,5.3,9.0,75.8,7.1,68.8,82.5,66.0,8.4,33.7,25.5,22.3,47.6,18.3,13.2,22.5,29.8,3.4,34.5,74.8,16.9,34.1,13.8,33.5,3.6,20.4
1562,FL,Florida,Nassau Village-Ratliff,5337,19.0,24.3,17.6,31.4,73.3,6.6,8.7,81.6,6.0,73.3,85.9,73.1,8.0,50.6,42.1,20.3,59.7,21.0,9.4,14.2,32.9,2.6,22.6,73.7,16.6,30.5,11.1,31.8,2.9,13.5
1564,FL,Florida,Charlotte Park,2325,16.5,38.7,9.9,47.8,85.2,12.5,8.2,79.6,12.8,81.3,92.6,78.6,12.8,43.8,49.7,16.3,63.9,17.5,14.9,19.2,44.8,4.9,29.1,77.3,12.2,28.7,14.5,29.3,5.4,13.4
1570,FL,Florida,Southgate,7057,19.0,26.7,15.3,32.8,77.3,8.4,8.0,82.4,7.7,75.5,89.4,71.7,8.5,41.8,40.2,16.2,66.1,19.0,10.5,15.4,31.4,3.4,23.3,74.1,14.3,26.5,11.5,33.6,3.6,12.8
1581,FL,Florida,Yeehaw Junction,240,17.2,24.9,16.9,33.3,74.4,6.7,8.8,81.1,6.5,74.0,86.6,71.8,7.9,46.6,35.4,18.5,59.9,20.5,10.0,14.5,33.5,2.8,24.7,77.9,15.4,30.9,11.2,33.2,3.0,12.9
1590,FL,Florida,Polk City,1680,23.7,27.4,15.4,35.9,75.0,6.4,9.8,76.6,7.7,72.8,83.4,68.2,11.1,36.6,33.0,24.5,49.3,22.6,12.3,21.4,35.8,3.5,30.1,76.2,17.8,36.7,15.0,34.0,3.9,19.9
1598,FL,Florida,Four Corners,26116,22.2,22.2,15.7,31.0,72.2,5.8,8.5,80.2,5.8,73.2,86.2,72.7,6.8,44.7,39.3,17.2,57.5,19.3,10.5,15.2,31.2,2.7,25.2,77.7,15.3,34.7,10.7,33.7,2.8,12.3
1602,FL,Florida,Gladeview,11535,35.5,24.9,11.3,42.4,75.2,4.5,11.8,76.2,7.6,79.2,82.9,64.2,10.5,22.5,20.1,28.0,38.6,17.7,18.6,32.6,29.0,4.6,45.0,77.4,20.5,39.8,18.1,47.1,6.0,34.2
1606,FL,Florida,Jay,533,18.1,24.8,16.7,32.5,71.9,7.0,8.7,79.5,6.1,72.4,85.6,75.6,7.7,51.8,39.2,20.2,60.3,20.7,8.9,13.6,31.6,2.7,25.8,74.0,17.0,28.7,10.6,33.6,2.9,13.6
1612,FL,Florida,Tiger Point,3090,13.6,27.7,14.4,36.1,76.6,8.5,8.1,82.6,7.0,75.8,90.1,76.1,7.3,55.2,43.2,15.5,66.5,18.4,9.9,12.3,35.5,3.0,23.0,76.6,14.0,28.0,10.1,31.2,3.0,9.8
1613,FL,Florida,Pine Level,227,17.8,25.3,16.8,33.5,72.3,6.8,8.5,79.3,6.4,72.3,86.1,75.2,7.9,52.5,41.1,21.3,60.2,20.7,9.3,13.8,33.0,2.7,25.4,77.2,16.7,29.7,10.9,33.9,2.9,12.6
1615,FL,Florida,Lockhart,13060,23.7,19.5,15.1,30.7,70.3,5.2,9.0,81.6,5.6,71.9,86.2,68.9,7.1,39.8,35.7,19.4,53.7,18.2,10.4,16.9,28.9,2.8,25.8,74.1,16.2,30.9,11.3,36.1,3.0,15.3
1616,FL,Florida,Richmond Heights,8541,26.9,25.0,11.4,41.3,78.8,5.9,9.9,81.4,7.1,80.7,88.3,72.6,7.8,28.6,24.7,18.7,53.5,14.8,16.5,23.2,30.3,4.1,35.9,79.0,16.1,34.0,13.7,42.7,5.0,21.9
1629,FL,Florida,Bardmoor,9732,16.6,25.1,16.4,33.1,75.5,7.5,8.2,81.4,6.5,73.1,88.7,73.5,7.4,43.4,45.8,17.0,60.9,18.2,9.5,13.0,34.6,2.9,21.6,74.9,14.3,25.7,10.3,31.1,3.0,11.4
1631,FL,Florida,Naples Manor,5562,37.7,14.8,16.9,24.1,66.2,3.4,8.4,79.4,4.2,68.7,82.3,63.9,4.7,37.2,32.7,17.1,52.7,15.6,10.5,18.6,25.6,2.5,30.9,75.9,15.6,31.2,10.5,35.4,2.4,15.6
1639,FL,Florida,Orange Park,8417,19.4,29.2,13.4,38.1,77.7,8.3,8.7,79.4,8.2,76.6,88.7,72.8,8.8,39.2,33.6,18.4,56.4,19.2,12.3,17.2,32.8,3.5,27.2,72.5,15.2,34.5,12.3,37.2,4.0,15.1
1653,FL,Florida,Palmona Park,1146,30.0,27.5,16.6,35.6,73.1,6.0,10.1,74.4,8.6,72.0,81.8,63.8,12.9,34.1,33.3,30.3,49.1,22.4,13.5,25.7,32.9,3.8,33.3,75.1,19.0,33.4,17.2,35.3,4.5,23.6
1656,FL,Florida,Bell,456,24.6,27.0,15.6,36.3,74.1,6.6,9.9,76.9,8.3,75.2,83.0,64.7,11.8,34.2,31.2,25.7,47.4,22.8,12.3,22.0,34.3,3.6,31.8,73.7,18.3,37.5,15.3,36.3,4.1,23.3
1663,FL,Florida,Citrus Park,24252,22.4,18.7,17.0,28.4,71.4,5.2,8.4,82.6,4.9,73.2,87.0,70.2,5.7,36.2,34.2,15.4,62.2,17.3,9.5,13.5,29.5,2.5,23.6,78.3,14.8,29.1,9.9,32.0,2.4,10.9
1664,FL,Florida,Lake Mary Jane,1575,13.2,19.7,15.8,28.6,71.7,6.4,8.0,86.4,5.2,72.7,90.5,73.4,5.6,46.3,43.4,13.2,67.8,17.3,8.3,10.9,31.5,2.4,17.3,75.3,13.0,26.5,8.9,30.7,2.3,7.8
1673,FL,Florida,Pembroke Pines,154752,24.1,20.4,14.0,29.8,75.0,6.0,7.8,83.8,5.9,75.2,88.9,73.2,6.0,30.3,30.2,13.6,63.4,15.7,11.1,15.5,31.0,3.1,26.3,80.7,13.9,28.4,10.3,35.6,3.1,13.9
1681,FL,Florida,Broadview Park,7125,41.4,18.3,15.2,29.0,67.8,3.9,8.9,77.7,5.6,70.2,81.1,63.2,7.6,23.0,25.2,23.4,44.6,18.6,12.3,24.7,29.0,3.1,37.3,78.7,18.3,34.4,14.1,40.1,3.2,21.8
1683,FL,Florida,Country Walk,15997,27.4,15.9,15.3,25.4,69.9,4.2,7.4,83.1,4.1,73.7,87.0,70.2,3.9,33.4,30.0,12.3,64.5,14.6,10.3,14.4,26.9,2.4,27.4,77.2,14.1,28.0,9.4,35.3,2.1,9.0
1686,FL,Florida,Iona,15369,16.5,35.4,11.2,42.9,84.0,12.4,7.6,81.3,11.5,81.2,92.6,79.0,10.4,46.3,43.8,13.7,70.3,15.9,13.6,16.6,40.4,4.4,24.0,76.0,11.2,24.4,12.5,26.5,4.8,11.0
1689,FL,Florida,Cedar Key,706,17.8,39.9,11.6,46.2,83.3,10.5,9.1,77.5,12.3,81.0,90.5,71.5,14.3,37.7,29.3,21.8,55.2,20.6,16.7,22.8,40.6,4.8,32.5,70.1,14.4,35.5,16.4,31.5,5.7,18.6
1697,FL,Florida,Ferry Pass,28859,19.9,25.4,14.8,33.2,74.7,6.8,9.3,76.3,6.8,77.4,84.1,72.3,8.2,42.7,34.0,17.3,57.7,22.0,10.0,16.1,30.7,3.1,24.7,76.1,16.7,31.8,11.6,33.1,3.4,15.0
1729,FL,Florida,Spring Hill,98621,21.7,29.5,13.9,37.5,78.9,8.1,8.7,79.7,8.5,75.5,87.1,73.2,10.1,41.1,34.3,20.7,54.6,20.0,12.6,18.4,35.0,3.7,28.8,71.1,15.6,35.1,13.5,33.6,4.1,16.4
1731,FL,Florida,Monticello,2506,24.0,29.8,12.0,42.3,79.0,7.5,10.4,80.0,8.8,78.2,87.9,71.5,11.0,36.7,36.1,22.6,50.0,18.9,15.1,23.4,35.5,4.3,32.4,78.7,16.7,37.0,14.9,37.5,5.3,21.4
1741,FL,Florida,Boca Raton,84392,16.3,21.8,15.0,30.7,76.1,7.7,7.8,82.9,6.6,75.5,89.0,77.2,6.6,45.5,45.5,12.6,71.0,16.8,9.4,11.9,32.4,2.9,19.8,79.7,13.0,23.0,9.4,30.7,2.9,10.2
1744,FL,Florida,Atlantis,1987,12.3,30.8,9.9,40.9,84.2,12.5,7.0,84.7,10.1,82.1,94.4,81.2,8.2,47.4,47.1,9.2,75.3,14.3,12.3,12.8,40.5,4.2,20.5,79.2,9.7,20.9,10.3,26.7,4.1,8.6
1756,FL,Florida,Lely,3451,15.2,33.8,10.7,40.0,84.5,12.8,7.5,82.7,11.0,80.6,93.0,76.8,9.7,52.1,39.2,11.5,69.6,14.7,12.8,15.1,41.1,4.3,24.7,72.3,10.7,22.5,11.4,27.3,4.8,10.6
1762,FL,Florida,Lake Sarasota,4679,18.6,20.8,18.6,26.4,70.2,5.9,8.3,82.7,5.1,71.8,86.8,69.8,6.7,41.0,42.2,18.0,66.3,20.6,8.0,12.9,26.9,2.4,20.8,75.0,16.1,26.8,10.1,35.3,2.5,11.5
1763,FL,Florida,Mascotte,5148,33.2,19.8,16.3,28.9,65.5,4.1,8.9,77.7,5.2,70.3,81.8,67.4,7.2,42.0,35.6,22.6,47.4,20.6,11.3,20.1,27.4,2.7,31.7,77.1,18.0,40.0,12.3,37.7,2.8,20.5
1769,FL,Florida,Port Charlotte,54392,20.4,31.9,12.9,41.0,80.3,9.2,9.0,79.2,9.9,77.0,88.5,73.6,11.2,40.9,44.7,19.8,59.1,19.0,13.0,19.5,38.3,4.2,30.5,78.0,15.0,30.6,14.1,32.9,4.8,16.5
1784,FL,Florida,Harbor Bluffs,2797,16.2,30.3,14.6,38.8,79.1,9.0,8.5,81.4,8.5,75.6,90.3,73.3,9.6,42.1,43.5,18.6,59.0,18.5,11.6,15.7,38.5,3.6,24.1,74.5,14.1,27.3,12.2,31.1,3.9,13.6
1796,FL,Florida,Keystone Heights,1353,21.2,29.4,14.6,36.7,75.7,7.8,9.5,78.0,8.5,74.1,85.4,69.7,10.8,37.8,32.1,23.8,51.1,22.6,11.9,19.6,32.3,3.6,29.4,70.1,17.7,35.5,14.0,37.7,4.1,20.4
1797,FL,Florida,Connerton,2116,21.1,11.8,24.6,18.1,53.7,3.0,7.7,81.2,2.8,64.9,80.3,66.1,4.1,37.8,39.6,19.9,59.2,21.3,4.9,9.7,21.4,1.4,18.2,73.4,16.4,27.1,7.2,34.3,1.3,11.0
1799,FL,Florida,Odessa,7267,17.8,19.7,18.3,25.2,69.2,5.4,8.2,83.3,4.6,71.2,87.2,69.8,5.7,38.7,39.2,18.7,62.5,21.3,8.2,11.8,29.3,2.2,20.6,74.9,15.1,29.2,9.1,33.7,2.2,9.8
1800,FL,Florida,Bayonet Point,23467,22.8,34.5,12.9,40.2,81.4,9.9,9.0,76.9,11.3,77.3,87.6,69.0,13.0,34.4,30.6,23.2,51.2,22.2,14.7,22.1,38.3,4.6,32.2,71.0,15.8,31.6,15.5,33.6,5.3,19.4
1801,FL,Florida,De Leon Springs,2614,31.4,26.6,15.9,34.7,73.7,6.0,9.4,75.5,7.9,72.8,83.9,67.0,10.1,39.9,31.1,23.5,44.4,20.8,13.7,23.3,32.7,3.7,33.4,77.2,17.3,37.4,14.8,36.9,4.0,22.5
1810,FL,Florida,Fruitland Park,4132,21.1,25.2,15.7,33.0,71.4,5.9,9.3,78.1,6.6,73.2,84.3,69.6,9.3,47.7,37.3,23.2,52.7,22.2,11.2,17.9,31.0,3.0,27.7,76.5,17.7,37.6,12.6,36.3,3.3,19.6
1814,FL,Florida,Wabasso Beach,1853,8.8,34.3,8.4,42.1,85.8,14.3,7.1,86.0,10.3,84.2,96.0,81.2,7.6,48.1,44.3,8.0,77.2,13.9,11.8,11.2,44.4,4.0,18.0,74.2,8.5,24.6,9.4,24.3,3.8,5.7
1815,FL,Florida,North DeLand,1433,20.7,26.4,17.4,32.7,73.3,6.8,8.9,79.6,7.0,73.3,86.4,71.1,8.6,46.0,37.1,20.7,54.5,21.1,10.7,16.4,32.7,3.1,25.6,77.0,16.2,33.1,12.1,35.0,3.3,15.4
1819,FL,Florida,Miami Beach,87785,24.2,18.5,15.4,27.9,72.4,5.5,7.3,81.9,5.6,73.8,86.3,71.4,5.2,35.2,28.9,13.2,63.4,15.2,10.8,15.4,28.9,2.9,26.9,75.9,13.8,26.5,10.1,33.4,2.6,10.6
1821,FL,Florida,Nocatee,4524,13.9,17.2,18.8,26.2,68.2,5.3,8.2,84.6,4.2,73.4,88.1,75.1,4.9,47.2,41.0,14.3,67.7,19.5,7.1,9.7,27.7,2.0,16.0,79.8,14.5,25.0,8.0,30.6,1.9,7.6
1825,FL,Florida,Homeland,366,22.3,29.3,15.1,37.4,77.2,7.5,9.4,77.1,8.4,73.8,85.2,68.1,11.2,40.0,34.1,22.9,52.0,21.6,12.3,20.2,37.4,3.6,29.2,75.4,16.7,35.1,14.5,33.0,4.1,19.8
1834,FL,Florida,West Vero Corridor,7138,19.0,39.5,8.1,46.7,86.6,14.8,7.7,80.4,13.8,83.5,93.3,75.5,11.8,41.0,33.6,13.6,64.9,14.9,14.4,18.8,43.7,5.2,28.9,69.7,10.7,26.3,13.6,27.6,5.9,12.8
1843,FL,Florida,Wilton Manors,11632,18.6,21.7,16.3,31.7,73.7,6.7,7.4,83.5,6.6,73.8,88.6,72.6,7.1,34.7,33.1,16.5,63.8,16.0,10.0,14.1,33.6,2.9,22.6,80.7,13.2,28.2,10.4,35.0,3.0,11.1
1844,FL,Florida,Ensley,20602,21.3,26.4,14.4,36.5,75.0,6.3,9.6,78.6,6.6,78.0,85.7,72.0,8.4,41.0,35.4,20.3,55.0,21.5,11.6,17.8,31.5,3.2,26.7,76.8,16.7,36.0,12.3,36.3,3.7,15.9
1845,FL,Florida,Samoset,3833,32.4,22.0,15.0,32.6,71.9,4.8,9.8,78.9,6.0,74.4,83.2,66.4,8.3,29.3,33.2,23.1,48.7,19.6,12.5,21.5,28.6,3.2,31.6,76.1,17.6,36.6,13.6,38.6,3.7,23.0
1853,FL,Florida,Bowling Green,2942,43.3,23.8,14.3,33.5,73.8,5.3,9.3,74.0,7.9,71.7,79.8,66.4,10.3,36.0,26.0,24.2,40.1,19.9,14.3,27.7,31.9,3.8,40.6,72.2,18.0,40.5,15.6,36.4,4.3,27.1
1860,FL,Florida,Butler Beach,4951,12.3,29.1,13.2,39.8,81.6,10.5,7.8,82.4,8.8,80.3,92.3,79.0,8.2,48.6,40.3,12.4,68.8,17.7,11.5,13.1,38.4,3.6,19.0,79.2,12.0,24.2,10.6,27.2,3.6,8.7
1873,FL,Florida,Alturas,4185,23.4,25.5,16.1,34.4,74.6,6.5,8.8,79.5,7.0,72.5,85.3,70.5,9.0,39.0,36.3,21.4,54.2,20.4,11.1,17.7,35.1,3.0,27.2,75.9,16.0,35.1,12.7,33.4,3.3,16.3
1875,FL,Florida,Hutchinson Island South,5201,13.7,42.0,7.4,51.7,87.5,15.6,7.3,81.9,14.2,86.5,95.5,80.6,12.4,39.2,37.3,11.3,67.0,15.0,15.6,18.5,46.4,5.4,29.1,72.4,9.7,27.3,13.5,26.4,5.9,12.2
1880,FL,Florida,Holley,1630,17.3,23.6,17.3,32.1,70.9,6.4,8.6,79.1,5.9,71.9,85.9,73.4,7.3,51.9,41.1,20.1,60.6,20.4,8.9,13.1,31.6,2.6,24.4,75.3,16.7,29.5,10.4,33.9,2.7,12.6
